CUSTID,DATE_Min,DATE_Max,小計_Sum,Record_Count,Recency Score,Frequency Score,Monetary Score,RFM Score,期間,大分類_アクセサリ_小計_Sum,大分類_インナーウエア_小計_Sum,大分類_バッグ_小計_Sum,大分類_化粧品_小計_Sum,大分類_婦人服_小計_Sum,大分類_靴_小計_Sum,大分類_食品_小計_Sum,中分類_アクセサリ02,中分類_アクセサリ03,中分類_アクセサリ04,中分類_アクセサリ05,中分類_インナーウエア01,中分類_インナーウエア02,中分類_インナーウエア03,中分類_インナーウエア04,中分類_インナーウエア05,中分類_インナーウエア06,中分類_インナーウエア07,中分類_インナーウエア08,中分類_インナーウエア09,中分類_バッグ,中分類_バッグ01,中分類_バッグ02,中分類_バッグ03,中分類_バッグ04,中分類_バッグ05,中分類_バッグ06,中分類_バッグ07,中分類_バッグ08,中分類_バッグ09,中分類_バッグ10,中分類_化粧品01,中分類_化粧品02,中分類_化粧品03,中分類_化粧品04,中分類_化粧品05,中分類_化粧品06,中分類_化粧品07,中分類_化粧品08,中分類_化粧品09,中分類_化粧品10,中分類_婦人服01,中分類_婦人服02,中分類_婦人服03,中分類_婦人服04,中分類_婦人服05,中分類_婦人服06,中分類_婦人服07,中分類_婦人服08,中分類_婦人服09,中分類_靴01,中分類_靴02,中分類_靴03,中分類_靴04,中分類_靴05,中分類_靴06,中分類_食品01,中分類_食品02,中分類_食品03,中分類_食品04,中分類_食品05,中分類_食品06,中分類_食品07,中分類_食品08,中分類_食品09,中分類_食品10,中分類_食品11,中分類_食品12
105224,2015-05-01,2015-10-05,64123,11,1,1,2,112.00,157,0,0,0,39758,0,7851,16514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
105228,2015-02-03,2015-10-27,82403,14,1,2,3,123.00,266,0,0,8598,18754,7520,13950,33581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
105230,2015-01-07,2015-11-05,70135,24,1,3,2,132.00,302,0,0,0,14972,19099,18304,17760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105231,2015-02-07,2015-12-30,177221,36,5,4,4,544.00,326,10634,0,62615,30688,1900,40379,31005,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
105232,2015-02-09,2015-11-19,75789,13,2,2,2,222.00,283,0,4933,1860,27200,0,0,41796,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105236,2015-01-02,2015-08-27,142621,20,1,3,4,134.00,237,11040,26450,40950,46813,7720,2520,7128,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105237,2015-02-05,2015-08-28,56469,18,1,3,2,132.00,204,3240,0,1700,17109,11640,15870,6910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105244,2015-01-06,2015-12-30,507620,59,5,5,5,555.00,358,47808,122036,15875,23719,259996,26352,11834,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105245,2015-01-02,2015-12-31,725041,115,5,5,5,555.00,363,41597,148713,38285,93051,291926,66334,45135,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105246,2015-02-09,2015-12-31,73497,17,5,2,2,522.00,325,0,13868,5340,14475,18474,16560,4780,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105247,2015-01-02,2015-12-04,143692,43,2,4,4,244.00,336,4640,37829,1395,14808,56228,24616,4176,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105253,2015-01-09,2015-12-29,160762,36,5,4,4,544.00,354,39100,6190,4890,1100,48820,37560,23102,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105257,2015-02-16,2015-09-17,19884,5,1,1,1,111.00,213,0,0,0,0,9300,2160,8424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105258,2015-03-12,2015-09-06,36523,9,1,1,1,111.00,178,15000,0,5700,2875,12948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105260,2015-01-02,2015-11-23,229012,45,2,4,4,244.00,325,1050,31164,21726,44720,115583,3569,11200,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105262,2015-01-18,2015-12-20,144781,24,4,3,4,434.00,336,0,5080,15637,83991,11663,27080,1330,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105264,2015-02-03,2015-11-24,264140,68,2,5,5,255.00,294,9882,25129,45796,46961,17208,57284,61880,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105268,2015-01-13,2015-12-28,88254,28,4,4,3,443.00,349,0,0,11520,33627,19063,3450,20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105269,2015-02-24,2015-12-21,29286,12,4,2,1,421.00,300,0,0,4190,6950,5985,0,12161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105270,2015-01-01,2015-12-24,82814,15,4,2,3,423.00,357,0,0,0,1792,78972,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105274,2015-01-23,2015-11-19,165158,36,2,4,4,244.00,300,12451,8583,25860,57569,14929,5510,40256,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105275,2015-01-10,2015-12-31,261284,62,5,5,5,555.00,355,37766,25537,17308,73800,69141,25361,12371,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105276,2015-01-19,2015-10-02,27100,15,1,2,1,121.00,256,0,1710,5035,16365,0,3990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105277,2015-01-19,2015-12-10,135148,35,3,4,4,344.00,325,0,33248,0,54220,24220,11740,11720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105278,2015-01-23,2015-11-11,63442,24,2,3,2,232.00,292,18530,2950,0,22521,8850,7171,3420,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105279,2015-01-02,2015-12-31,360502,93,5,5,5,555.00,363,19257,11024,32262,74949,32338,142472,48200,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
105281,2015-01-22,2015-12-08,53671,11,3,1,2,312.00,320,0,15240,1360,33178,2800,1093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105285,2015-02-05,2015-12-28,72595,19,4,3,2,432.00,326,0,0,11520,30318,8360,22397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105287,2015-01-16,2015-12-31,226591,38,5,4,4,544.00,349,3400,9392,104075,47944,4270,11912,45598,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
105289,2015-01-27,2015-12-31,102157,26,5,3,3,533.00,338,0,30946,0,32775,24056,6780,7600,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105294,2015-03-04,2015-10-29,164798,33,1,4,4,144.00,239,11250,3816,13220,12076,25860,94641,3935,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
105296,2015-01-15,2015-12-29,475099,23,5,3,5,535.00,348,0,162174,0,3360,3560,306005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105297,2015-01-06,2015-04-26,36740,15,1,2,1,121.00,110,0,0,9400,0,11080,16260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105298,2015-01-21,2015-10-20,94099,19,1,3,3,133.00,272,0,1900,35360,30499,22780,3560,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105299,2015-03-02,2015-11-06,248396,17,1,2,5,125.00,249,19640,95350,0,41526,0,37760,54120,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105300,2015-01-23,2015-10-28,40545,12,1,2,1,121.00,278,13190,4700,0,8300,11295,3060,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105301,2015-02-18,2015-11-04,275950,10,1,1,5,115.00,259,0,0,0,34200,0,241750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105303,2015-01-05,2015-10-26,23239,10,1,1,1,111.00,294,8884,0,0,1980,11240,0,1135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105304,2015-01-15,2015-12-23,46548,12,4,2,1,421.00,342,0,0,0,0,46548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105307,2015-01-20,2015-12-03,73995,30,2,4,2,242.00,317,6097,0,3300,8980,9540,0,46078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105310,2015-03-22,2015-12-29,56630,19,5,3,2,532.00,282,0,8760,8200,23200,15370,1100,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105312,2015-01-07,2015-11-11,363584,77,2,5,5,255.00,308,14900,51591,27403,156791,21900,69360,21639,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
105314,2015-01-15,2015-10-29,185667,24,1,3,4,134.00,287,0,3132,0,168508,7067,5160,1800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105317,2015-01-03,2015-12-15,682801,88,3,5,5,355.00,346,220461,87674,86724,94883,144908,40715,7436,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105318,2015-01-14,2015-10-13,63360,7,1,1,2,112.00,272,0,0,63360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105319,2015-01-26,2015-11-04,65258,17,1,2,2,122.00,282,0,9900,0,21858,33500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105322,2015-01-01,2015-12-30,130536,35,5,4,3,543.00,363,0,0,13650,8544,5294,20125,82923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105323,2015-01-14,2015-12-11,353867,67,3,5,5,355.00,331,16614,64965,27101,182555,22760,36224,3648,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105324,2015-01-04,2015-12-23,246167,35,4,4,5,445.00,353,99857,7580,0,35070,27860,11000,64800,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105325,2015-01-18,2015-12-27,130060,32,4,4,3,443.00,343,10219,57480,8663,24075,0,15521,14102,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105326,2015-01-08,2015-12-08,79087,21,3,3,2,332.00,334,0,11800,8180,31519,7340,15635,4613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105329,2015-02-02,2015-11-18,23070,8,2,1,1,211.00,289,0,5130,2220,7500,3040,5180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105331,2015-01-05,2015-12-23,223131,33,4,4,4,444.00,352,0,78990,0,19223,1020,99236,24662,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105334,2015-01-20,2015-10-27,44871,12,1,2,1,121.00,280,7558,0,13328,7360,2805,1100,12720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105335,2015-01-06,2015-12-18,180291,66,3,5,4,354.00,346,10875,21092,12320,47965,48497,11724,27818,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105337,2015-05-11,2015-11-11,21156,9,2,1,1,211.00,184,0,0,0,2076,9900,0,9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105339,2015-01-26,2015-09-15,48075,12,1,2,2,122.00,232,0,0,5390,7615,0,24720,10350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105342,2015-01-15,2015-12-28,120669,45,4,4,3,443.00,347,10875,15314,0,19034,45813,5600,24033,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105344,2015-01-27,2015-11-11,18963,9,2,1,1,211.00,288,0,10318,0,6905,0,0,1740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105345,2015-02-19,2015-10-13,49203,9,1,1,2,112.00,236,3819,0,27420,5250,1254,6680,4780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105348,2015-01-08,2015-11-19,26866,11,2,1,1,211.00,315,0,3620,0,8746,12790,1710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105350,2015-01-28,2015-08-12,54059,23,1,3,2,132.00,196,0,12015,20052,16825,1557,0,3610,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105352,2015-02-06,2015-12-13,45928,9,3,1,1,311.00,310,0,5310,0,25808,14810,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105353,2015-01-07,2015-12-14,133871,25,3,3,4,334.00,341,20715,23433,6460,6980,29135,15610,31538,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
105355,2015-02-26,2015-12-10,189441,39,3,4,4,344.00,287,0,0,47887,18329,31999,41686,49540,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
105356,2015-01-16,2015-11-30,63189,15,2,2,2,222.00,318,0,12062,12390,8107,15900,7950,6780,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105357,2015-02-05,2015-11-26,110635,25,2,3,3,233.00,294,0,38747,0,19327,40505,6980,5076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105358,2015-01-02,2015-12-31,220037,70,5,5,4,554.00,363,4464,36276,10133,23022,92419,46217,7506,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105360,2015-01-07,2015-12-02,372325,42,2,4,5,245.00,329,0,72655,22800,55540,145950,40820,34560,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105361,2015-01-28,2015-12-16,490080,51,3,5,5,355.00,322,13500,31967,4310,363107,10784,53577,12835,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105366,2015-01-21,2015-12-25,158362,17,4,2,4,424.00,338,68928,0,0,36537,33820,19077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105367,2015-02-12,2015-11-06,227901,28,1,4,4,144.00,267,0,6864,74020,56307,57550,27045,6115,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105368,2015-01-01,2015-12-28,560241,44,4,4,5,445.00,361,1788,55083,3215,169754,326690,0,3711,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105371,2015-03-10,2015-10-13,21582,7,1,1,1,111.00,217,4062,9440,0,4320,3760,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105372,2015-02-10,2015-12-31,26632,6,5,1,1,511.00,324,0,9180,2700,14752,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
